EngineID,Cycle,Altitude_m,Mach,Tamb_K,Pamb_Pa,RPM_rev_min,FuelFlow_kg_s,P2_Pa,T2_K,P3_Pa,T3_K,P4_Pa,T4_K,CompressorHealth,CombustorHealth,TurbineHealth,OverallHealth,Thrust_N,TSFC_g_N_s
1,1,6391.400325789821,0.01307115977065821,247.96134227609303,44663.01914203027,76976.86221608792,1.8416259197600784,295023.850904924,444.50875163386667,277243.51588015055,2014.89693818278,185497.66959392224,1798.8817362241368,0.9998434522091605,0.9999404212422492,0.9999209946569854,0.9998958056534346,89488.24839543526,0.020352244792664023
1,2,8094.11583055401,0.426328368567748,232.97180319789433,34847.69066754329,70827.99421313305,0.7227867939838671,234572.70492218906,432.68872431767886,218684.20513730907,1099.7189936969703,111914.19149597861,916.969784344899,0.9996145341237728,0.9998532998904822,0.9998054660266464,0.9997434434246477,46988.40584474803,0.015349663334782243
1,3,5108.8503622783455,0.4196617882687096,248.56996217324573,53743.389844738165,48709.10680916394,1.0318091062607144,194470.40508339368,384.37274756869425,186718.40129175084,1987.5628741501014,150407.24103245945,1828.9726332824855,0.9993470129409394,0.9997514870213273,0.9996704554800263,0.9995653879267818,46913.5096808912,0.02212400196383693
1,4,5510.229910708402,0.7942017466132101,251.6412604377412,50370.981567443494,60164.74257149269,1.2871149493242124,360607.88059475715,469.42563344460837,345146.3782309659,1953.7046328517206,236012.9392195727,1784.379074482447,0.9990508716798956,0.9996387819594602,0.9995210011709998,0.9993682836110963,55962.7236379123,0.022980298350424828
1,5,3882.477318616079,0.2873495991067947,264.12329225832104,63178.8002672658,44293.257789693664,1.9533950354022867,185257.09557624362,374.42331108257235,170262.94681456595,3844.0672992628593,155300.35738728518,3653.923544499929,0.9987314489503911,0.9995172164661422,0.9993597973483471,0.9991556837245033,64850.79064315919,0.029658101985425653
1,6,4838.345945478835,0.8054127147079136,259.6292935617023,54837.86228396736,40052.070888441755,0.9510955226208219,187808.1559254854,371.3200756906095,175216.02730150952,2376.8989787828723,151235.42968377317,2310.8739991476027,0.9983921572605021,0.999388089269327,0.9991885662105718,0.9989298595481706,37183.43935426618,0.025662679570314394
1,7,7480.390254605475,0.5919924637651519,237.4248782380282,38201.124108599746,33300.43548947218,0.8320127471550679,67884.50046136935,281.1617227912363,63061.65154593264,2730.9146832302017,62347.54418206108,2704.8976986579078,0.9980353988434962,0.9992523146078747,0.9990085200984055,0.9986924099492825,31508.02469556222,0.026653440599852102
1,8,7876.281452110685,0.13331283042355088,239.43151260701228,35466.811146982574,67812.99825364113,1.3598240294123212,199678.4621047497,407.47146166377445,188913.14255568356,1767.4555982321576,131634.5303203423,1574.0243111745272,0.997662971942312,0.99911057685478,0.9988205665353553,0.9984445317939654,69542.15727332262,0.019478913585957394
1,9,1138.4297052225127,0.3513948969853641,279.78574110813145,88493.1076571879,46140.58990832037,1.964844295396,281049.2873213873,406.13174522893974,270482.5157926831,3741.2834589801755,238096.99524008788,3543.3809301590404,0.9972762815941774,0.9989634107373118,0.9986254146048748,0.9981871602403269,66035.9497737373,0.029504921724386547
1,10,9975.416768838266,0.4706768785772728,221.83457261245024,26799.82823242418,51512.817103791094,1.1941822001569367,108844.47377163399,346.256920952929,104766.21329150833,2011.2098942919847,83918.5448330004,1895.7421687730775,0.9968764609244622,0.9988112474988723,0.9984236361640181,0.997921049468652,51253.19984428468,0.02255089382827272
